sceneCategory,sceneID,id,gt_bc_plan_len,gt_success,vorm_bc_plan_len,vorm_success,fcl_bc_plan_len,fcl_success,grn_bc_plan_len,grn_success
RigidObjLargeShelf,1,6,1,1,1,1,1,1,1,1
RigidObjLargeShelf,1,7,3,1,2,0,2,0,1,0
RigidObjLargeShelf,1,8,1,1,1,1,1,1,1,1
RigidObjLargeShelf,1,9,2,0,0,0,2,0,1,0
RigidObjLargeShelf,1,10,1,1,1,1,1,0,1,0
RigidObjLargeShelf,1,11,1,1,1,1,1,1,1,1
RigidObjLargeShelf,1,12,1,0,1,1,1,0,1,0
RigidObjLargeShelf,1,13,2,0,2,0,2,0,1,0
RigidObjLargeShelf,1,14,1,1,1,1,1,1,1,1
RigidObjLargeShelf,1,15,1,1,1,1,1,1,1,1
RigidObjLargeShelf,1,16,1,0,1,1,1,0,1,0
RigidObjLargeShelf,1,17,1,1,1,0,1,0,1,1
RigidObjLargeShelf,1,18,2,1,1,0,1,0,1,0
RigidObjLargeShelf,1,19,2,1,2,1,2,1,1,0
RigidObjLargeShelf,1,20,2,0,2,0,2,0,1,0
RigidObjLargeShelf,1,21,4,0,4,0,4,0,1,0
RigidObjLargeShelf,1,22,1,0,1,1,0,0,0,0
RigidObjLargeShelf,1,23,1,0,1,1,1,1,1,0
RigidObjLargeShelf,1,24,2,0,0,0,2,0,1,0
RigidObjLargeShelf,1,25,4,0,0,0,5,0,1,0
RigidObjLargeShelf,1,26,2,0,2,1,2,1,1,0
RigidObjLargeShelf,1,27,2,0,2,1,2,0,1,0
RigidObjLargeShelf,1,28,1,0,1,0,1,0,1,0
RigidObjLargeShelf,1,29,3,0,4,0,0,0,1,0
RigidObjLargeShelf,1,30,2,0,0,0,0,0,1,0
RigidObjLargeShelf,1,31,2,0,0,0,0,0,1,0
RigidObjLargeShelf,1,32,2,0,3,0,3,0,1,0
RigidObjLargeShelf,1,33,2,1,2,0,2,0,1,0
RigidObjLargeShelf,1,34,1,1,1,1,1,1,1,1
RigidObjLargeShelf,1,35,2,0,3,0,3,0,1,0
RigidObjLargeShelf,1,36,2,0,1,0,1,0,1,0
RigidObjLargeShelf,1,37,1,1,1,1,1,1,1,1
RigidObjLargeShelf,1,38,2,0,1,0,2,0,1,0
RigidObjLargeShelf,1,39,1,0,1,0,1,0,1,0
RigidObjLargeShelf,1,40,4,1,0,0,2,0,1,0
RigidObjLargeShelf,1,41,2,0,3,0,3,0,1,0
RigidObjLargeShelf,1,42,1,0,0,0,1,0,1,0
RigidObjLargeShelf,1,43,3,1,3,0,3,0,1,0
RigidObjLargeShelf,1,44,2,0,2,0,2,1,1,0
RigidObjLargeShelf,1,45,1,0,0,0,1,0,1,0
RigidObjLargeShelf,1,46,3,0,2,0,3,0,1,0
RigidObjLargeShelf,1,47,2,1,2,0,2,1,1,0
RigidObjLargeShelf,1,48,3,0,3,1,3,0,1,0
RigidObjLargeShelf,1,49,3,0,0,0,3,0,1,0
RigidObjLargeShelf,1,50,2,1,2,1,0,0,1,0
RigidObjLargeShelf,1,51,2,1,2,1,2,0,1,0
RigidObjLargeShelf,1,52,1,1,1,1,1,1,1,1
RigidObjLargeShelf,1,53,2,1,2,1,2,0,1,0
RigidObjLargeShelf,1,54,3,0,0,0,0,0,1,0
RigidObjLargeShelf,1,55,1,1,1,0,1,1,1,1
RigidObjLargeShelf,1,56,2,1,2,1,2,1,1,0
RigidObjLargeShelf,1,57,3,0,3,0,0,0,1,0
RigidObjLargeShelf,1,58,2,1,0,0,0,0,1,0
RigidObjLargeShelf,1,59,2,1,2,1,2,1,1,0
RigidObjLayerShelf,0,0,1,1,1,1,1,0,1,0
RigidObjLayerShelf,0,1,1,0,1,0,1,0,1,0
RigidObjLayerShelf,0,2,1,1,1,0,1,0,1,0
RigidObjLayerShelf,0,3,3,0,1,0,2,0,1,0
RigidObjLayerShelf,0,4,2,0,2,0,2,0,1,0
RigidObjLayerShelf,0,5,1,1,1,0,1,1,1,1
RigidObjLayerShelf,0,6,2,1,2,1,2,1,1,0
RigidObjLayerShelf,0,7,2,1,0,0,0,0,1,0
RigidObjLayerShelf,0,8,1,1,1,1,1,1,1,1
RigidObjLayerShelf,0,9,1,0,1,1,1,0,1,0
RigidObjLayerShelf,0,10,1,1,1,1,1,1,1,1
RigidObjLayerShelf,0,11,1,1,1,0,1,0,1,1
RigidObjLayerShelf,0,12,2,0,3,0,0,0,1,0
RigidObjLayerShelf,0,13,2,0,0,0,0,0,1,0
RigidObjLayerShelf,0,14,2,0,2,0,2,0,1,0
RigidObjLayerShelf,0,15,1,1,1,1,1,1,1,1
RigidObjLayerShelf,0,16,1,0,1,0,1,0,1,0
RigidObjLayerShelf,0,17,2,0,2,1,0,0,1,0
RigidObjLayerShelf,0,18,2,0,0,0,1,0,1,0
RigidObjLayerShelf,0,19,2,0,2,0,0,0,1,0
RigidObjLayerShelf,0,20,2,0,2,0,2,0,1,0
RigidObjLayerShelf,0,21,2,0,2,0,0,0,1,0
RigidObjLayerShelf,0,22,3,0,0,0,0,0,1,0
RigidObjLayerShelf,0,23,3,0,3,0,0,0,1,0
RigidObjLayerShelf,0,24,6,0,4,0,0,0,1,0
RigidObjLayerShelf,0,25,4,0,0,0,0,0,1,0
RigidObjLayerShelf,0,26,2,1,2,1,0,0,1,0
RigidObjLayerShelf,0,27,3,0,0,0,5,0,1,0
RigidObjLayerShelf,0,28,3,0,3,0,0,0,1,0
RigidObjLayerShelf,0,29,1,1,1,0,1,0,1,1
RigidObjLayerShelf,0,30,2,1,1,0,1,0,1,0
RigidObjLayerShelf,0,31,2,0,2,0,2,0,1,0
RigidObjLayerShelf,0,32,1,1,1,0,1,0,1,0
RigidObjLayerShelf,0,33,3,0,1,0,0,0,1,0
RigidObjLayerShelf,0,34,5,0,3,0,0,0,1,0
RigidObjLayerShelf,0,35,1,1,1,1,1,1,1,0
RigidObjLayerShelf,0,36,2,0,0,0,2,0,1,0
RigidObjLayerShelf,0,37,2,0,0,0,0,0,1,0
RigidObjLayerShelf,0,38,4,0,3,0,3,0,1,0
RigidObjLayerShelf,0,39,1,0,0,0,0,0,1,0
RigidObjLayerShelf,0,40,2,0,2,0,1,0,1,0
RigidObjLayerShelf,0,41,2,0,0,0,2,0,1,0
RigidObjLayerShelf,0,42,2,1,1,0,0,0,1,0
RigidObjLayerShelf,0,43,2,0,2,0,0,0,1,0
RigidObjLayerShelf,0,44,4,0,4,0,0,0,1,0
RigidObjLayerShelf,0,45,5,0,0,0,0,0,1,0
RigidObjLayerShelf,0,46,2,0,0,0,2,0,1,0
RigidObjLayerShelf,0,47,3,1,3,1,3,0,1,0
RigidObjLayerShelf,0,48,3,0,1,0,0,0,1,0
RigidObjLayerShelf,0,49,1,1,1,1,1,1,1,1
RigidObjLayerShelf,0,50,4,0,0,0,0,0,1,0
RigidObjLayerShelf,0,51,3,0,0,0,0,0,1,0
RigidObjLayerShelf,0,52,2,0,2,0,0,0,1,0
RigidObjLayerShelf,0,53,4,0,0,0,0,0,1,0
RigidObjLayerShelf,0,54,2,0,2,1,0,0,1,0
RigidObjLayerShelf,0,55,1,1,1,0,1,0,1,1
RigidObjLayerShelf,0,56,2,1,1,1,2,0,1,1
RigidObjLayerShelf,0,57,1,0,1,0,1,0,1,0
RigidObjLayerShelf,0,58,3,0,3,0,0,0,1,0
RigidObjLayerShelf,0,59,2,0,0,0,0,0,1,0
RigidObjLayerShelf,1,0,1,1,0,0,0,0,1,0
RigidObjLayerShelf,1,1,0,0,1,0,1,0,1,0
RigidObjLayerShelf,1,2,1,0,1,1,0,0,1,1
RigidObjLayerShelf,1,3,1,1,1,1,1,0,1,1
RigidObjLayerShelf,1,4,1,0,0,0,1,0,1,0
RigidObjLayerShelf,1,5,1,1,1,1,1,0,1,1
RigidObjLayerShelf,1,6,1,1,1,1,1,1,1,1
RigidObjLayerShelf,1,7,1,1,1,1,1,1,1,1
RigidObjLayerShelf,1,8,1,0,1,0,1,0,1,0
RigidObjLayerShelf,1,9,2,1,2,1,2,1,1,0
RigidObjLayerShelf,1,10,1,1,1,1,1,1,1,1
RigidObjLayerShelf,1,11,2,0,0,0,0,0,1,0
RigidObjLayerShelf,1,12,1,0,1,0,1,0,1,0
RigidObjLayerShelf,1,13,2,0,2,0,1,0,1,0
RigidObjLayerShelf,1,14,1,1,1,1,1,0,1,0
RigidObjLayerShelf,1,15,2,0,1,0,0,0,1,0
RigidObjLayerShelf,1,16,2,0,0,0,0,0,1,0
RigidObjLayerShelf,1,17,1,1,1,1,1,0,1,1
RigidObjLayerShelf,1,18,3,0,0,0,0,0,1,0
RigidObjLayerShelf,1,19,1,0,1,0,0,0,1,0
RigidObjLayerShelf,1,20,0,0,1,0,0,0,1,0
RigidObjLayerShelf,1,21,2,0,1,0,0,0,1,0
RigidObjLayerShelf,1,22,3,0,0,0,0,0,1,0
RigidObjLayerShelf,1,23,1,1,1,0,1,0,1,1
RigidObjLayerShelf,1,24,1,0,1,0,1,0,1,0
RigidObjLayerShelf,1,25,2,0,2,0,2,0,1,0
RigidObjLayerShelf,1,26,1,1,1,0,1,1,1,0
RigidObjLayerShelf,1,27,3,1,3,0,3,0,1,0
RigidObjLayerShelf,1,28,1,0,1,0,1,1,1,1
RigidObjLayerShelf,1,29,4,0,0,0,0,0,1,0
RigidObjLayerShelf,1,30,4,0,0,0,0,0,2,0
RigidObjLayerShelf,1,31,2,0,2,0,2,0,1,0
RigidObjLayerShelf,1,32,3,0,5,0,5,0,1,0
RigidObjLayerShelf,1,33,1,0,0,0,1,0,1,0
RigidObjLayerShelf,1,34,1,0,0,0,0,0,1,0
RigidObjLayerShelf,1,35,1,0,1,0,1,0,1,0
RigidObjLayerShelf,1,36,1,1,1,0,0,0,1,1
RigidObjLayerShelf,1,37,1,0,1,0,1,0,1,0
RigidObjLayerShelf,1,38,2,0,2,0,0,0,1,0
RigidObjLayerShelf,1,39,1,1,1,0,1,0,1,1
RigidObjLayerShelf,1,40,2,0,1,0,0,0,0,0
RigidObjLayerShelf,1,41,4,0,0,0,0,0,3,0
RigidObjLayerShelf,1,42,1,0,1,0,1,1,1,0
RigidObjLayerShelf,1,43,1,0,1,0,1,0,1,0
RigidObjLayerShelf,1,44,2,0,1,0,0,0,1,0
RigidObjLayerShelf,1,45,1,1,1,1,1,1,1,1
RigidObjLayerShelf,1,46,2,0,0,0,0,0,0,0
RigidObjLayerShelf,1,47,1,1,1,1,1,1,1,1
RigidObjLayerShelf,1,48,0,0,0,0,0,0,1,0
RigidObjLayerShelf,1,49,1,0,0,0,0,0,1,0
RigidObjLayerShelf,1,50,1,0,0,0,0,0,1,0
RigidObjLayerShelf,1,51,1,0,1,1,1,0,1,0
RigidObjLayerShelf,1,52,2,0,2,0,0,0,1,0
RigidObjLayerShelf,1,53,2,0,1,0,0,0,1,0
RigidObjLayerShelf,1,54,1,0,1,0,1,0,1,0
RigidObjLayerShelf,1,55,4,0,0,0,0,0,1,0
RigidObjLayerShelf,1,56,0,0,0,0,0,0,1,0
RigidObjLayerShelf,1,57,2,0,3,0,0,0,1,0
RigidObjLayerShelf,1,58,3,0,0,0,0,0,1,0
RigidObjLayerShelf,1,59,5,0,0,0,0,0,1,0
RigidObjRoundTable,0,0,3,1,3,1,0,0,1,0
RigidObjRoundTable,0,1,1,1,1,1,1,1,1,1
RigidObjRoundTable,0,2,2,0,2,0,2,0,1,0
RigidObjRoundTable,0,3,1,1,1,1,1,0,1,1
RigidObjRoundTable,0,4,1,1,1,1,1,0,1,1
RigidObjRoundTable,0,5,1,1,1,1,1,1,1,1
RigidObjRoundTable,0,6,3,0,2,0,0,0,1,0
RigidObjRoundTable,0,7,3,0,3,0,3,0,1,0
RigidObjRoundTable,0,8,1,1,1,1,1,1,1,1
RigidObjRoundTable,0,9,2,0,2,0,2,0,0,0
RigidObjRoundTable,0,10,2,1,1,0,2,1,1,0
RigidObjRoundTable,0,11,2,1,2,1,0,0,1,0
RigidObjRoundTable,0,12,2,1,2,1,2,0,1,0
RigidObjRoundTable,0,13,1,1,1,1,1,1,1,1
RigidObjRoundTable,0,14,1,1,1,1,1,1,1,1
RigidObjRoundTable,0,15,1,1,1,1,1,1,1,1
RigidObjRoundTable,0,16,2,0,1,0,0,0,1,0
RigidObjRoundTable,0,17,3,1,2,0,3,0,1,0
RigidObjRoundTable,0,18,1,1,1,1,1,1,1,1
RigidObjRoundTable,0,19,2,1,2,1,3,0,1,0
RigidObjRoundTable,0,20,1,1,1,1,1,1,1,1
RigidObjRoundTable,0,21,2,1,1,0,2,1,3,1
RigidObjRoundTable,0,22,3,0,2,0,3,0,1,0
RigidObjRoundTable,0,23,1,1,1,1,1,1,1,1
RigidObjRoundTable,0,24,3,1,3,1,0,0,1,0
RigidObjRoundTable,0,25,1,1,1,1,1,1,1,1
RigidObjRoundTable,0,26,1,1,1,1,1,1,1,1
RigidObjRoundTable,0,27,1,1,1,1,1,1,1,1
RigidObjRoundTable,0,28,1,1,1,1,1,1,1,1
RigidObjRoundTable,0,29,1,1,1,1,1,1,1,1
RigidObjRoundTable,0,30,1,1,1,1,1,1,1,1
RigidObjRoundTable,0,31,2,1,2,1,2,1,1,0
RigidObjRoundTable,0,32,1,1,1,1,1,1,1,1
RigidObjRoundTable,0,33,4,0,2,1,0,0,1,0
RigidObjRoundTable,0,34,3,0,2,0,2,0,1,0
RigidObjRoundTable,0,35,4,0,2,0,0,0,1,0
RigidObjRoundTable,0,36,2,0,2,0,0,0,1,0
RigidObjRoundTable,0,37,2,1,1,0,2,0,1,0
RigidObjRoundTable,0,38,3,0,1,0,3,0,1,0
RigidObjRoundTable,0,39,2,0,2,0,0,0,1,0
RigidObjRoundTable,0,40,2,1,2,1,3,0,1,0
RigidObjRoundTable,0,41,2,1,2,1,2,1,1,0
RigidObjRoundTable,0,42,2,1,1,0,3,1,1,0
RigidObjRoundTable,0,43,3,0,3,0,5,0,1,0
RigidObjRoundTable,0,44,2,1,2,1,2,1,1,0
RigidObjRoundTable,0,45,2,1,2,1,2,1,2,1
RigidObjRoundTable,0,46,5,1,0,0,0,0,1,0
RigidObjRoundTable,0,47,3,1,3,1,3,0,1,0
RigidObjRoundTable,0,48,3,0,2,0,0,0,1,0
RigidObjRoundTable,0,49,4,1,4,0,0,0,1,0
RigidObjRoundTable,0,50,3,1,3,1,3,1,1,0
RigidObjRoundTable,0,51,2,1,1,0,0,0,1,0
RigidObjRoundTable,0,52,3,1,3,0,2,0,1,0
RigidObjRoundTable,0,53,2,0,2,0,1,0,1,0
RigidObjRoundTable,0,54,3,1,2,0,3,0,1,0
RigidObjRoundTable,0,55,3,1,1,0,0,0,1,0
RigidObjRoundTable,0,56,3,0,2,0,3,0,1,0
RigidObjRoundTable,0,57,5,0,3,0,0,0,1,0
RigidObjRoundTable,0,58,3,1,2,0,5,0,1,0
RigidObjRoundTable,0,59,3,0,2,0,0,0,1,0
RigidObjSingleDoorCabinetDesk,0,0,1,1,1,1,1,1,1,1
RigidObjSingleDoorCabinetDesk,0,1,2,0,2,0,2,0,1,0
RigidObjSingleDoorCabinetDesk,0,2,1,1,1,1,1,1,1,1
RigidObjSingleDoorCabinetDesk,0,3,3,0,3,0,0,0,1,0
RigidObjSingleDoorCabinetDesk,0,4,1,1,1,1,1,1,1,1
RigidObjSingleDoorCabinetDesk,0,5,1,1,1,1,1,1,1,0
RigidObjSingleDoorCabinetDesk,0,6,1,1,1,1,1,1,1,1
RigidObjSingleDoorCabinetDesk,0,7,1,1,1,1,1,1,1,1
RigidObjSingleDoorCabinetDesk,0,8,1,1,1,1,1,1,1,1
RigidObjSingleDoorCabinetDesk,0,9,1,1,1,1,1,1,1,1
RigidObjSingleDoorCabinetDesk,0,10,2,0,2,0,2,0,1,0
RigidObjSingleDoorCabinetDesk,0,11,2,1,2,1,2,0,1,0
RigidObjSingleDoorCabinetDesk,0,12,1,1,1,1,1,1,1,1
RigidObjSingleDoorCabinetDesk,0,13,1,1,1,1,1,1,1,1
RigidObjSingleDoorCabinetDesk,0,14,1,1,1,1,1,1,1,1
RigidObjSingleDoorCabinetDesk,0,15,1,1,1,1,1,1,1,1
RigidObjSingleDoorCabinetDesk,0,16,1,1,1,1,1,1,1,1
RigidObjSingleDoorCabinetDesk,0,17,1,1,1,1,1,0,1,0
RigidObjSingleDoorCabinetDesk,0,18,1,1,1,1,1,1,1,1
RigidObjSingleDoorCabinetDesk,0,19,1,1,1,1,1,1,1,1
RigidObjSingleDoorCabinetDesk,0,20,2,0,2,0,2,0,1,0
RigidObjSingleDoorCabinetDesk,0,21,3,0,4,0,0,0,1,0
RigidObjSingleDoorCabinetDesk,0,22,2,1,2,1,2,1,1,0
RigidObjSingleDoorCabinetDesk,0,23,3,0,3,0,3,0,1,0
RigidObjSingleDoorCabinetDesk,0,24,3,0,2,0,2,0,1,0
RigidObjSingleDoorCabinetDesk,0,25,2,0,0,0,0,0,1,0
RigidObjSingleDoorCabinetDesk,0,26,2,0,2,0,2,1,1,0
RigidObjSingleDoorCabinetDesk,0,27,3,0,3,1,3,0,1,0
RigidObjSingleDoorCabinetDesk,0,28,2,0,2,0,3,0,1,0
RigidObjSingleDoorCabinetDesk,0,29,1,1,1,1,1,1,1,1
RigidObjSingleDoorCabinetDesk,0,30,2,0,2,1,2,0,1,0
RigidObjSingleDoorCabinetDesk,0,31,3,0,3,0,3,0,1,0
RigidObjSingleDoorCabinetDesk,0,32,3,0,0,0,2,0,1,0
RigidObjSingleDoorCabinetDesk,0,33,2,1,2,0,2,0,1,0
RigidObjSingleDoorCabinetDesk,0,34,2,0,4,0,0,0,4,0
RigidObjSingleDoorCabinetDesk,0,35,1,1,1,1,1,1,1,1
RigidObjSingleDoorCabinetDesk,0,36,2,0,2,0,2,0,1,0
RigidObjSingleDoorCabinetDesk,0,37,2,0,2,1,2,0,1,0
RigidObjSingleDoorCabinetDesk,0,38,3,0,3,0,2,0,1,0
RigidObjSingleDoorCabinetDesk,0,39,2,0,2,0,2,0,1,1
RigidObjSingleDoorCabinetDesk,0,40,5,0,3,0,0,0,1,0
RigidObjSingleDoorCabinetDesk,0,41,3,0,3,0,4,0,1,0
RigidObjSingleDoorCabinetDesk,0,42,1,1,1,1,1,1,1,1
RigidObjSingleDoorCabinetDesk,0,43,2,1,2,1,2,0,1,0
RigidObjSingleDoorCabinetDesk,0,44,2,0,2,1,3,0,1,0
RigidObjSingleDoorCabinetDesk,0,45,2,1,2,1,2,1,1,0
RigidObjSingleDoorCabinetDesk,0,46,1,1,1,1,1,1,1,1
RigidObjSingleDoorCabinetDesk,0,47,1,1,1,1,1,1,1,1
RigidObjSingleDoorCabinetDesk,0,48,2,1,2,0,1,0,0,0
RigidObjSingleDoorCabinetDesk,0,49,2,0,2,1,2,1,1,0
RigidObjSingleDoorCabinetDesk,0,50,2,1,1,0,2,1,1,0
RigidObjSingleDoorCabinetDesk,0,51,2,0,2,0,0,0,1,0
RigidObjSingleDoorCabinetDesk,0,52,2,1,2,0,0,0,1,0
RigidObjSingleDoorCabinetDesk,0,53,1,1,1,1,1,1,1,1
RigidObjSingleDoorCabinetDesk,0,54,2,1,1,0,2,0,1,0
RigidObjSingleDoorCabinetDesk,0,55,2,0,2,1,1,0,1,0
RigidObjSingleDoorCabinetDesk,0,56,2,0,2,1,3,0,1,0
RigidObjSingleDoorCabinetDesk,0,57,3,1,3,0,3,1,1,0
RigidObjSingleDoorCabinetDesk,0,58,2,0,1,0,3,0,1,0
RigidObjSingleDoorCabinetDesk,0,59,3,0,0,0,0,0,1,0
RigidObjTriangleShelfDesk,0,0,1,1,1,1,1,1,1,1
RigidObjTriangleShelfDesk,0,1,1,0,1,0,1,1,1,1
RigidObjTriangleShelfDesk,0,2,1,1,1,1,1,1,1,1
RigidObjTriangleShelfDesk,0,3,1,1,1,1,1,1,1,1
RigidObjTriangleShelfDesk,0,4,1,1,1,1,1,1,1,1
RigidObjTriangleShelfDesk,0,5,1,1,1,1,1,1,1,0
RigidObjTriangleShelfDesk,0,6,1,1,1,1,1,1,1,1
RigidObjTriangleShelfDesk,0,7,1,1,1,1,1,1,1,1
RigidObjTriangleShelfDesk,0,8,1,1,1,1,1,1,1,1
RigidObjTriangleShelfDesk,0,9,1,1,1,1,1,1,1,1
RigidObjTriangleShelfDesk,0,10,1,1,1,1,1,1,1,1
RigidObjTriangleShelfDesk,0,11,1,0,1,0,1,0,1,0
RigidObjTriangleShelfDesk,0,12,1,1,1,1,1,1,1,1
RigidObjTriangleShelfDesk,0,13,1,1,1,1,1,1,1,1
RigidObjTriangleShelfDesk,0,14,1,1,1,1,1,1,1,1
RigidObjTriangleShelfDesk,0,15,2,0,2,0,0,0,1,0
RigidObjTriangleShelfDesk,0,16,2,0,0,0,0,0,1,0
RigidObjTriangleShelfDesk,0,17,1,1,1,1,1,1,1,1
RigidObjTriangleShelfDesk,0,18,1,1,1,1,1,1,1,1
RigidObjTriangleShelfDesk,0,19,1,1,1,1,1,1,1,1
RigidObjTriangleShelfDesk,0,20,1,1,1,1,1,1,1,1
RigidObjTriangleShelfDesk,0,21,2,1,1,0,1,0,1,0
RigidObjTriangleShelfDesk,0,22,1,1,1,1,1,1,1,1
RigidObjTriangleShelfDesk,0,23,1,1,1,1,1,1,1,1
RigidObjTriangleShelfDesk,0,24,3,0,3,0,2,0,1,0
RigidObjTriangleShelfDesk,0,25,1,1,1,1,1,1,1,1
RigidObjTriangleShelfDesk,0,26,3,0,3,0,2,0,1,0
RigidObjTriangleShelfDesk,0,27,1,1,1,1,1,1,1,1
RigidObjTriangleShelfDesk,0,28,1,1,1,1,1,1,1,1
RigidObjTriangleShelfDesk,0,29,2,0,2,1,2,0,1,0
RigidObjTriangleShelfDesk,0,30,2,0,1,1,2,0,1,1
RigidObjTriangleShelfDesk,0,31,1,1,1,1,1,1,1,1
RigidObjTriangleShelfDesk,0,32,1,1,1,1,1,1,1,1
RigidObjTriangleShelfDesk,0,33,1,1,1,1,1,0,1,0
RigidObjTriangleShelfDesk,0,34,1,1,1,1,1,1,1,1
RigidObjTriangleShelfDesk,0,35,2,0,0,0,2,0,1,0
RigidObjTriangleShelfDesk,0,36,1,1,1,1,1,1,1,1
RigidObjTriangleShelfDesk,0,37,2,0,0,0,2,0,1,0
RigidObjTriangleShelfDesk,0,38,2,0,2,0,2,0,1,0
RigidObjTriangleShelfDesk,0,39,1,1,1,1,1,1,1,1
RigidObjTriangleShelfDesk,0,40,2,0,1,0,1,0,1,0
RigidObjTriangleShelfDesk,0,41,2,0,0,0,0,0,1,0
RigidObjTriangleShelfDesk,0,42,2,1,2,0,2,0,1,0
RigidObjTriangleShelfDesk,0,43,2,0,2,0,2,0,1,0
RigidObjTriangleShelfDesk,0,44,1,1,1,1,1,1,1,1
RigidObjTriangleShelfDesk,0,45,2,0,2,0,2,0,1,0
RigidObjTriangleShelfDesk,0,46,2,1,2,1,1,0,1,0
RigidObjTriangleShelfDesk,0,47,1,1,1,1,1,1,1,1
RigidObjTriangleShelfDesk,0,48,1,1,1,1,1,1,1,1
RigidObjTriangleShelfDesk,0,49,2,0,1,0,1,0,1,0
RigidObjTriangleShelfDesk,0,50,3,0,3,0,0,0,1,0
RigidObjTriangleShelfDesk,0,51,1,1,1,1,1,1,1,0
RigidObjTriangleShelfDesk,0,52,1,1,1,1,1,1,1,1
RigidObjTriangleShelfDesk,0,53,2,0,2,0,2,0,2,0
RigidObjTriangleShelfDesk,0,54,2,0,2,0,2,0,1,0
RigidObjTriangleShelfDesk,0,55,3,0,3,1,3,0,1,0
RigidObjTriangleShelfDesk,0,56,1,1,1,1,1,1,1,1
RigidObjTriangleShelfDesk,0,57,2,1,2,1,2,1,1,0
RigidObjTriangleShelfDesk,0,58,1,1,1,1,1,1,1,1
RigidObjTriangleShelfDesk,0,59,2,1,2,1,2,0,1,0
